"Package","Version Installed","VulnerabilityID","Severity"
"libicu57","57.1-6+deb9u3","CVE-2020-21913","Medium"
"libxml2","2.9.4+dfsg1-2.2+deb9u2","CVE-2020-24977","Medium"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-25692","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-25692","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-25709","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-25709","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-25710","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-25710","High"
"apt","1.4.9","CVE-2020-27350","Medium"
"libapt-pkg5.0","1.4.9","CVE-2020-27350","Medium"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2020-2752","Medium"
"libc-bin","2.24-11+deb9u4","CVE-2020-27618","Medium"
"libc-l10n","2.24-11+deb9u4","CVE-2020-27618","Medium"
"libc6","2.24-11+deb9u4","CVE-2020-27618","Medium"
"locales","2.24-11+deb9u4","CVE-2020-27618","Medium"
"multiarch-support","2.24-11+deb9u4","CVE-2020-27618","Medium"
"exim4","4.89-2+deb9u6","CVE-2020-28007","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28007","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28007","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28007","High"
"exim4","4.89-2+deb9u6","CVE-2020-28008","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28008","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28008","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28008","High"
"exim4","4.89-2+deb9u6","CVE-2020-28009","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28009","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28009","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28009","High"
"exim4","4.89-2+deb9u6","CVE-2020-28011","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28011","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28011","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28011","High"
"exim4","4.89-2+deb9u6","CVE-2020-28012","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28012","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28012","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28012","High"
"exim4","4.89-2+deb9u6","CVE-2020-28013","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28013","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28013","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28013","High"
"exim4","4.89-2+deb9u6","CVE-2020-28014","Medium"
"exim4-base","4.89-2+deb9u6","CVE-2020-28014","Medium"
"exim4-config","4.89-2+deb9u6","CVE-2020-28014","Medium"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28014","Medium"
"exim4","4.89-2+deb9u6","CVE-2020-28015","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28015","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28015","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28015","High"
"exim4","4.89-2+deb9u6","CVE-2020-28017","Critical"
"exim4-base","4.89-2+deb9u6","CVE-2020-28017","Critical"
"exim4-config","4.89-2+deb9u6","CVE-2020-28017","Critical"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28017","Critical"
"exim4","4.89-2+deb9u6","CVE-2020-28019","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28019","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28019","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28019","High"
"exim4","4.89-2+deb9u6","CVE-2020-28020","Critical"
"exim4-base","4.89-2+deb9u6","CVE-2020-28020","Critical"
"exim4-config","4.89-2+deb9u6","CVE-2020-28020","Critical"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28020","Critical"
"exim4","4.89-2+deb9u6","CVE-2020-28021","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28021","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28021","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28021","High"
"exim4","4.89-2+deb9u6","CVE-2020-28022","Critical"
"exim4-base","4.89-2+deb9u6","CVE-2020-28022","Critical"
"exim4-config","4.89-2+deb9u6","CVE-2020-28022","Critical"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28022","Critical"
"exim4","4.89-2+deb9u6","CVE-2020-28023","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28023","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28023","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28023","High"
"exim4","4.89-2+deb9u6","CVE-2020-28024","Critical"
"exim4-base","4.89-2+deb9u6","CVE-2020-28024","Critical"
"exim4-config","4.89-2+deb9u6","CVE-2020-28024","Critical"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28024","Critical"
"exim4","4.89-2+deb9u6","CVE-2020-28025","High"
"exim4-base","4.89-2+deb9u6","CVE-2020-28025","High"
"exim4-config","4.89-2+deb9u6","CVE-2020-28025","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28025","High"
"exim4","4.89-2+deb9u6","CVE-2020-28026","Critical"
"exim4-base","4.89-2+deb9u6","CVE-2020-28026","Critical"
"exim4-config","4.89-2+deb9u6","CVE-2020-28026","Critical"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2020-28026","Critical"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2020-2812","Medium"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2020-2814","Medium"
"krb5-locales","1.15-1+deb9u1","CVE-2020-28196","High"
"libgssapi-krb5-2","1.15-1+deb9u1","CVE-2020-28196","High"
"libk5crypto3","1.15-1+deb9u1","CVE-2020-28196","High"
"libkrb5-3","1.15-1+deb9u1","CVE-2020-28196","High"
"libkrb5support0","1.15-1+deb9u1","CVE-2020-28196","High"
"libp11-kit0","0.23.3-2","CVE-2020-29361","High"
"libp11-kit0","0.23.3-2","CVE-2020-29362","Medium"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36221","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36221","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36222","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36222","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36223","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36223","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36224","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36224","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36225","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36225","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36226","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36226","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36227","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36227","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36228","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36228","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36229","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36229","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2020-36230","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2020-36230","High"
"apt","1.4.9","CVE-2020-3810","Medium"
"libapt-pkg5.0","1.4.9","CVE-2020-3810","Medium"
"libc-bin","2.24-11+deb9u4","CVE-2020-6096","Low"
"libc-l10n","2.24-11+deb9u4","CVE-2020-6096","Low"
"libc6","2.24-11+deb9u4","CVE-2020-6096","Low"
"locales","2.24-11+deb9u4","CVE-2020-6096","Low"
"multiarch-support","2.24-11+deb9u4","CVE-2020-6096","Low"
"libxml2","2.9.4+dfsg1-2.2+deb9u2","CVE-2020-7595","High"
"libpython2.7","2.7.13-2+deb9u3","CVE-2020-8492","Medium"
"libpython2.7-minimal","2.7.13-2+deb9u3","CVE-2020-8492","Medium"
"libpython2.7-stdlib","2.7.13-2+deb9u3","CVE-2020-8492","Medium"
"tar","1.29b-1.1","CVE-2021-20193","Negligible"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2021-2022","Medium"
"libhogweed4","3.3-1+b2","CVE-2021-20305","High"
"libnettle6","3.3-1+b2","CVE-2021-20305","High"
"libpython2.7","2.7.13-2+deb9u3","CVE-2021-23336","Medium"
"libpython2.7-minimal","2.7.13-2+deb9u3","CVE-2021-23336","Medium"
"libpython2.7-stdlib","2.7.13-2+deb9u3","CVE-2021-23336","Medium"
"libssl1.1","1.1.0l-1~deb9u1","CVE-2021-23840","High"
"openssl","1.1.0l-1~deb9u1","CVE-2021-23840","High"
"libssl1.1","1.1.0l-1~deb9u1","CVE-2021-23841","Medium"
"openssl","1.1.0l-1~deb9u1","CVE-2021-23841","Medium"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2021-27212","High"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2021-27212","High"
"libc-bin","2.24-11+deb9u4","CVE-2021-27645","Low"
"libc-l10n","2.24-11+deb9u4","CVE-2021-27645","Low"
"libc6","2.24-11+deb9u4","CVE-2021-27645","Low"
"locales","2.24-11+deb9u4","CVE-2021-27645","Low"
"multiarch-support","2.24-11+deb9u4","CVE-2021-27645","Low"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2021-27928","High"
"libpython2.7","2.7.13-2+deb9u3","CVE-2021-3177","Critical"
"libpython2.7-minimal","2.7.13-2+deb9u3","CVE-2021-3177","Critical"
"libpython2.7-stdlib","2.7.13-2+deb9u3","CVE-2021-3177","Critical"
"libc-bin","2.24-11+deb9u4","CVE-2021-3326","High"
"libc-l10n","2.24-11+deb9u4","CVE-2021-3326","High"
"libc6","2.24-11+deb9u4","CVE-2021-3326","High"
"locales","2.24-11+deb9u4","CVE-2021-3326","High"
"multiarch-support","2.24-11+deb9u4","CVE-2021-3326","High"
"libgcrypt20","1.7.6-2+deb9u3","CVE-2021-33560","High"
"libc-bin","2.24-11+deb9u4","CVE-2021-33574","Critical"
"libc-l10n","2.24-11+deb9u4","CVE-2021-33574","Critical"
"libc6","2.24-11+deb9u4","CVE-2021-33574","Critical"
"locales","2.24-11+deb9u4","CVE-2021-33574","Critical"
"multiarch-support","2.24-11+deb9u4","CVE-2021-33574","Critical"
"libsystemd0","232-25+deb9u12","CVE-2021-33910","Medium"
"libudev1","232-25+deb9u12","CVE-2021-33910","Medium"
"libxml2","2.9.4+dfsg1-2.2+deb9u2","CVE-2021-3516","High"
"libxml2","2.9.4+dfsg1-2.2+deb9u2","CVE-2021-3517","High"
"libxml2","2.9.4+dfsg1-2.2+deb9u2","CVE-2021-3518","High"
"liblz4-1","0.0~r131-2+b1","CVE-2021-3520","Critical"
"libxml2","2.9.4+dfsg1-2.2+deb9u2","CVE-2021-3537","Medium"
"libxml2","2.9.4+dfsg1-2.2+deb9u2","CVE-2021-3541","Medium"
"libhogweed4","3.3-1+b2","CVE-2021-3580","High"
"libnettle6","3.3-1+b2","CVE-2021-3580","High"
"libc-bin","2.24-11+deb9u4","CVE-2021-35942","Critical"
"libc-l10n","2.24-11+deb9u4","CVE-2021-35942","Critical"
"libc6","2.24-11+deb9u4","CVE-2021-35942","Critical"
"locales","2.24-11+deb9u4","CVE-2021-35942","Critical"
"multiarch-support","2.24-11+deb9u4","CVE-2021-35942","Critical"
"libsepol1","2.6-2","CVE-2021-36084","Low"
"libsepol1","2.6-2","CVE-2021-36085","Low"
"libsepol1","2.6-2","CVE-2021-36086","Low"
"libsepol1","2.6-2","CVE-2021-36087","Low"
"libssl1.1","1.1.0l-1~deb9u1","CVE-2021-3712","High"
"openssl","1.1.0l-1~deb9u1","CVE-2021-3712","High"
"bsdutils","1:2.29.2-1+deb9u1","CVE-2021-37600","Low"
"libblkid1","2.29.2-1+deb9u1","CVE-2021-37600","Low"
"libfdisk1","2.29.2-1+deb9u1","CVE-2021-37600","Low"
"libmount1","2.29.2-1+deb9u1","CVE-2021-37600","Low"
"libsmartcols1","2.29.2-1+deb9u1","CVE-2021-37600","Low"
"libuuid1","2.29.2-1+deb9u1","CVE-2021-37600","Low"
"mount","2.29.2-1+deb9u1","CVE-2021-37600","Low"
"util-linux","2.29.2-1+deb9u1","CVE-2021-37600","Low"
"krb5-locales","1.15-1+deb9u1","CVE-2021-37750","Medium"
"libgssapi-krb5-2","1.15-1+deb9u1","CVE-2021-37750","Medium"
"libk5crypto3","1.15-1+deb9u1","CVE-2021-37750","Medium"
"libkrb5-3","1.15-1+deb9u1","CVE-2021-37750","Medium"
"libkrb5support0","1.15-1+deb9u1","CVE-2021-37750","Medium"
"exim4","4.89-2+deb9u6","CVE-2021-38371","High"
"exim4-base","4.89-2+deb9u6","CVE-2021-38371","High"
"exim4-config","4.89-2+deb9u6","CVE-2021-38371","High"
"exim4-daemon-light","4.89-2+deb9u6","CVE-2021-38371","High"
"libncurses5","6.0+20161126-1+deb9u2","CVE-2021-39537","Negligible"
"libncursesw5","6.0+20161126-1+deb9u2","CVE-2021-39537","Negligible"
"libtinfo5","6.0+20161126-1+deb9u2","CVE-2021-39537","Negligible"
"ncurses-base","6.0+20161126-1+deb9u2","CVE-2021-39537","Negligible"
"ncurses-bin","6.0+20161126-1+deb9u2","CVE-2021-39537","Negligible"
"libsystemd0","232-25+deb9u12","CVE-2021-3997","Unknown"
"libudev1","232-25+deb9u12","CVE-2021-3997","Unknown"
"libc-bin","2.24-11+deb9u4","CVE-2021-3999","Unknown"
"libc-l10n","2.24-11+deb9u4","CVE-2021-3999","Unknown"
"libc6","2.24-11+deb9u4","CVE-2021-3999","Unknown"
"locales","2.24-11+deb9u4","CVE-2021-3999","Unknown"
"multiarch-support","2.24-11+deb9u4","CVE-2021-3999","Unknown"
"libgcrypt20","1.7.6-2+deb9u3","CVE-2021-40528","Medium"
"libssl1.1","1.1.0l-1~deb9u1","CVE-2021-4160","Medium"
"openssl","1.1.0l-1~deb9u1","CVE-2021-4160","Medium"
"libpython2.7","2.7.13-2+deb9u3","CVE-2021-4189","Unknown"
"libpython2.7-minimal","2.7.13-2+deb9u3","CVE-2021-4189","Unknown"
"libpython2.7-stdlib","2.7.13-2+deb9u3","CVE-2021-4189","Unknown"
"libgnutls30","3.5.8-5+deb9u4","CVE-2021-4209","Unknown"
"libgmp10","2:6.1.2+dfsg-1","CVE-2021-43618","High"
"libsqlite3-0","3.16.2-5+deb9u1","CVE-2021-45346","Medium"
"libexpat1","2.2.0-2+deb9u3","CVE-2021-45960","High"
"libexpat1","2.2.0-2+deb9u3","CVE-2021-46143","High"
"bsdutils","1:2.29.2-1+deb9u1","CVE-2022-0563","Negligible"
"libblkid1","2.29.2-1+deb9u1","CVE-2022-0563","Negligible"
"libfdisk1","2.29.2-1+deb9u1","CVE-2022-0563","Negligible"
"libmount1","2.29.2-1+deb9u1","CVE-2022-0563","Negligible"
"libsmartcols1","2.29.2-1+deb9u1","CVE-2022-0563","Negligible"
"libuuid1","2.29.2-1+deb9u1","CVE-2022-0563","Negligible"
"mount","2.29.2-1+deb9u1","CVE-2022-0563","Negligible"
"util-linux","2.29.2-1+deb9u1","CVE-2022-0563","Negligible"
"libssl1.1","1.1.0l-1~deb9u1","CVE-2022-0778","High"
"openssl","1.1.0l-1~deb9u1","CVE-2022-0778","High"
"gzip","1.6-5+b1","CVE-2022-1271","Unknown"
"liblzma5","5.2.2-1.2+b1","CVE-2022-1271","Unknown"
"xz-utils","5.2.2-1.2+b1","CVE-2022-1271","Unknown"
"libssl1.1","1.1.0l-1~deb9u1","CVE-2022-1292","Critical"
"openssl","1.1.0l-1~deb9u1","CVE-2022-1292","Critical"
"e2fslibs","1.43.4-2+deb9u1","CVE-2022-1304","High"
"e2fsprogs","1.43.4-2+deb9u1","CVE-2022-1304","High"
"libcomerr2","1.43.4-2+deb9u1","CVE-2022-1304","High"
"libss2","1.43.4-2+deb9u1","CVE-2022-1304","High"
"dpkg","1.18.25","CVE-2022-1664","Critical"
"libssl1.1","1.1.0l-1~deb9u1","CVE-2022-2068","Critical"
"openssl","1.1.0l-1~deb9u1","CVE-2022-2068","Critical"
"libssl1.1","1.1.0l-1~deb9u1","CVE-2022-2274","Unknown"
"openssl","1.1.0l-1~deb9u1","CVE-2022-2274","Unknown"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-22822","Critical"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-22823","Critical"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-22824","Critical"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-22825","High"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-22826","High"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-22827","High"
"libc-bin","2.24-11+deb9u4","CVE-2022-23218","Critical"
"libc-l10n","2.24-11+deb9u4","CVE-2022-23218","Critical"
"libc6","2.24-11+deb9u4","CVE-2022-23218","Critical"
"locales","2.24-11+deb9u4","CVE-2022-23218","Critical"
"multiarch-support","2.24-11+deb9u4","CVE-2022-23218","Critical"
"libc-bin","2.24-11+deb9u4","CVE-2022-23219","Critical"
"libc-l10n","2.24-11+deb9u4","CVE-2022-23219","Critical"
"libc6","2.24-11+deb9u4","CVE-2022-23219","Critical"
"locales","2.24-11+deb9u4","CVE-2022-23219","Critical"
"multiarch-support","2.24-11+deb9u4","CVE-2022-23219","Critical"
"libxml2","2.9.4+dfsg1-2.2+deb9u2","CVE-2022-23308","High"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-23852","Critical"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-23990","Critical"
"libsasl2-2","2.1.27~101-g0780600+dfsg-3+deb9u1","CVE-2022-24407","High"
"libsasl2-modules-db","2.1.27~101-g0780600+dfsg-3+deb9u1","CVE-2022-24407","High"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-25235","Critical"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-25236","Critical"
"libfribidi0","0.19.7-1+deb9u1","CVE-2022-25308","Unknown"
"libfribidi0","0.19.7-1+deb9u1","CVE-2022-25309","Unknown"
"libfribidi0","0.19.7-1+deb9u1","CVE-2022-25310","Unknown"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-25313","Medium"
"libexpat1","2.2.0-2+deb9u3","CVE-2022-25315","Critical"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27376","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27377","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27378","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27379","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27380","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27381","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27382","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27383","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27384","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27385","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27386","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27387","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27444","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27445","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27446","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27447","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27448","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27449","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27451","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27452","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27455","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27456","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27457","High"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-27458","High"
"libldap-2.4-2","2.4.44+dfsg-5+deb9u3","CVE-2022-29155","Critical"
"libldap-common","2.4.44+dfsg-5+deb9u3","CVE-2022-29155","Critical"
"libncurses5","6.0+20161126-1+deb9u2","CVE-2022-29458","High"
"libncursesw5","6.0+20161126-1+deb9u2","CVE-2022-29458","High"
"libtinfo5","6.0+20161126-1+deb9u2","CVE-2022-29458","High"
"ncurses-base","6.0+20161126-1+deb9u2","CVE-2022-29458","High"
"ncurses-bin","6.0+20161126-1+deb9u2","CVE-2022-29458","High"
"libxml2","2.9.4+dfsg1-2.2+deb9u2","CVE-2022-29824","Medium"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-31621","Medium"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-31622","Medium"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-31623","Medium"
"libmariadbclient18","10.1.44-0+deb9u1","CVE-2022-31624","Medium"
"dirmngr","2.1.18-8~deb9u4","CVE-2022-34903","Unknown"
"gnupg","2.1.18-8~deb9u4","CVE-2022-34903","Unknown"
"gnupg-agent","2.1.18-8~deb9u4","CVE-2022-34903","Unknown"
"gpgv","2.1.18-8~deb9u4","CVE-2022-34903","Unknown"
