CVE-ID,CVSS,CWE-ID,Exploits,Patchs,CVSS  Metrics,ESC,ISC
CVE-2019-18276,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H']",['CWE-273'],"[['Third Party Advisory', 'http://packetstormsecurity.com/files/155498/Bash-5.0-Patch-11-Privilege-Escalation.html'], ['Third Party Advisory', 'https://www.youtube.com/watch?v=-wGtxJ8opa8']]","[['Third Party Advisory', 'https://github.com/bminor/bash/commit/951bdaad7a18cc0dc1036bba86b18b90874d39ff'], ['Third Party Advisory', 'https://www.oracle.com/security-alerts/cpuapr2022.html']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 7.8, 'baseSeverity': 'HIGH'}",1.8,5.9
CVE-2019-18348,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N']",['CWE-74'],[],[],"{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'REQUIRED', 'scope': 'CHANGED', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'NONE', 'baseScore': 6.1, 'baseSeverity': 'MEDIUM'}",2.8,2.7
CVE-2019-18862,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H']",['NVD-CWE-noinfo'],[],[],"{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 7.8, 'baseSeverity': 'HIGH'}",1.8,5.9
CVE-2019-19126,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N']",['CWE-665'],[],"[['Third Party Advisory', 'https://sourceware.org/bugzilla/show_bug.cgi?id=25204']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'LOW', 'integrityImpact': 'NONE', 'availabilityImpact': 'NONE', 'baseScore': 3.3, 'baseSeverity': 'LOW'}",1.8,1.4
CVE-2019-19882,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H']",['CWE-732'],"[['Third Party Advisory', 'https://bugs.archlinux.org/task/64836'], ['Third Party Advisory', 'https://bugs.gentoo.org/702252']]","[['Third Party Advisory', 'https://github.com/shadow-maint/shadow/commit/edf7547ad5aa650be868cf2dac58944773c12d75'], ['Third Party Advisory', 'https://github.com/shadow-maint/shadow/pull/199'], ['Third Party Advisory', 'https://github.com/void-linux/void-packages/pull/17580']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 7.8, 'baseSeverity': 'HIGH'}",1.8,5.9
CVE-2019-19956,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']",['CWE-401'],[],"[['Third Party Advisory', 'https://gitlab.gnome.org/GNOME/libxml2/commit/5a02583c7e683896d84878bd90641d8d9b0d0549']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-20218,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']","['CWE-755', 'NVD-CWE-Other']",[],"[['Third Party Advisory', 'https://github.com/sqlite/sqlite/commit/a6c1a71cde082e09750465d5675699062922e387'], ['Third Party Advisory', 'https://www.oracle.com/security-alerts/cpuapr2020.html']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-20367,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H']",['CWE-125'],"[['Vendor Advisory', 'https://gitlab.freedesktop.org/libbsd/libbsd/commit/9d917aad37778a9f4a96ba358415f077f3f36f3b']]",[],"{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 9.1, 'baseSeverity': 'CRITICAL'}",3.9,5.2
CVE-2019-20386,"['3.1', 'CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L']",['CWE-401'],[],"[['Third Party Advisory', 'https://github.com/systemd/systemd/commit/b2774a3ae692113e1f47a336a6c09bac9cfb49ad']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L', 'attackVector': 'PHYSICAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'LOW', 'baseScore': 2.4, 'baseSeverity': 'LOW'}",0.9,1.4
CVE-2019-20388,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']",['CWE-401'],[],"[['Third Party Advisory', 'https://gitlab.gnome.org/GNOME/libxml2/merge_requests/68'], ['Third Party Advisory', 'https://www.oracle.com/security-alerts/cpuapr2022.html'], ['Third Party Advisory', 'https://www.oracle.com/security-alerts/cpujul2020.html'], ['Third Party Advisory', 'https://www.oracle.com/security-alerts/cpuoct2021.html']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-20838,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']",['CWE-125'],[],"[['Third Party Advisory', 'https://bugs.gentoo.org/717920']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-20907,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']",['CWE-835'],[],"[['Third Party Advisory', 'https://github.com/python/cpython/pull/21454'], ['Third Party Advisory', 'https://www.oracle.com/security-alerts/cpujan2021.html']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-25013,"['3.1', 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H']",['CWE-125'],[],"[['Third Party Advisory', 'https://sourceware.org/bugzilla/show_bug.cgi?id=24973'], ['Third Party Advisory', 'https://sourceware.org/git/?p=glibc.git;a=commit;h=ee7a3144c9922808181009b7b3e50e852fb4999b']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'HIGH', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 5.9, 'baseSeverity': 'MEDIUM'}",2.2,3.6
CVE-2019-3829,"['3.0', 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']","['CWE-415', 'CWE-416', 'CWE-416']","[['Third Party Advisory', 'https://gitlab.com/gnutls/gnutls/issues/694'], ['Vendor Advisory', 'https://www.gnutls.org/security-new.html#GNUTLS-SA-2019-03-27']]","[['Third Party Advisory', 'https://gitlab.com/gnutls/gnutls/issues/694'], ['Vendor Advisory', 'https://www.gnutls.org/security-new.html#GNUTLS-SA-2019-03-27']]","{'version': '3.0', 'vectorString': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-3843,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H']","['CWE-269', 'CWE-266']",[],"[['Third Party Advisory', 'https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2019-3843']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 7.8, 'baseSeverity': 'HIGH'}",1.8,5.9
CVE-2019-3844,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H']","['CWE-268', 'NVD-CWE-noinfo']",[],"[['Third Party Advisory', 'https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2019-3844']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 7.8, 'baseSeverity': 'HIGH'}",1.8,5.9
CVE-2019-5010,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']","['CWE-476', 'CWE-476']","[['Third Party Advisory', 'https://talosintelligence.com/vulnerability_reports/TALOS-2019-0758']]",[],"{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-5188,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H']","['CWE-787', 'CWE-787']","[['Third Party Advisory', 'https://talosintelligence.com/vulnerability_reports/TALOS-2019-0973']]",[],"{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'HIGH', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 6.7, 'baseSeverity': 'MEDIUM'}",0.8,5.9
CVE-2019-5827,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H']","['CWE-190', 'CWE-787']","[['Vendor Advisory', 'https://crbug.com/952406']]","[['Third Party Advisory', 'http://lists.opensuse.org/opensuse-security-announce/2019-06/msg00085.html'], ['Vendor Advisory', 'https://crbug.com/952406']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'REQUIRED', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 8.8, 'baseSeverity': 'HIGH'}",2.8,5.9
CVE-2019-6488,"['3.0', 'CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H']",['CWE-404'],[],[],"{'version': '3.0', 'vectorString': 'CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 7.8, 'baseSeverity': 'HIGH'}",1.8,5.9
CVE-2019-7309,"['3.0', 'CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H']",['NVD-CWE-noinfo'],"[['Third Party Advisory', 'https://sourceware.org/bugzilla/show_bug.cgi?id=24155']]",[],"{'version': '3.0', 'vectorString': 'CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 5.5, 'baseSeverity': 'MEDIUM'}",1.8,3.6
CVE-2019-8457,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H']","['CWE-125', 'CWE-125']",[],"[['Third Party Advisory', 'https://www.oracle.com/technetwork/security-advisory/cpuoct2019-5072832.html'], ['Vendor Advisory', 'https://www.sqlite.org/src/info/90acdbfce9c08858']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 9.8, 'baseSeverity': 'CRITICAL'}",3.9,5.9
CVE-2019-8905,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:L']",['CWE-125'],"[['Third Party Advisory', 'https://bugs.astron.com/view.php?id=63']]",[],"{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:L', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'LOW', 'integrityImpact': 'NONE', 'availabilityImpact': 'LOW', 'baseScore': 4.4, 'baseSeverity': 'MEDIUM'}",1.8,2.5
CVE-2019-8907,"['3.0', 'CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H']",['CWE-787'],"[['Third Party Advisory', 'https://bugs.astron.com/view.php?id=65']]",[],"{'version': '3.0', 'vectorString': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'REQUIRED', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 8.8, 'baseSeverity': 'HIGH'}",2.8,5.9
CVE-2019-9169,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H']",['CWE-125'],"[['Vendor Advisory', 'https://debbugs.gnu.org/cgi/bugreport.cgi?bug=34140'], ['Vendor Advisory', 'https://debbugs.gnu.org/cgi/bugreport.cgi?bug=34142']]","[['Third Party Advisory', 'https://security.netapp.com/advisory/ntap-20190315-0002/'], ['Third Party Advisory', 'https://sourceware.org/bugzilla/show_bug.cgi?id=24114'], ['Third Party Advisory', 'https://sourceware.org/git/gitweb.cgi?p=glibc.git;a=commit;h=583dd860d5b833037175247230a328f0050dbfe9']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 9.8, 'baseSeverity': 'CRITICAL'}",3.9,5.9
CVE-2019-9192,"['3.0', 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']",['CWE-674'],"[['Third Party Advisory', 'https://sourceware.org/bugzilla/show_bug.cgi?id=24269']]",[],"{'version': '3.0', 'vectorString': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-9636,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H']",['NVD-CWE-noinfo'],[],"[['Vendor Advisory', 'https://bugs.python.org/issue36216'], ['Third Party Advisory', 'https://github.com/python/cpython/pull/12201'], ['Third Party Advisory', 'https://python-security.readthedocs.io/vuln/urlsplit-nfkc-normalization.html']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'HIGH', 'availabilityImpact': 'HIGH', 'baseScore': 9.8, 'baseSeverity': 'CRITICAL'}",3.9,5.9
CVE-2019-9674,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']",['CWE-400'],[],[],"{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-9704,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H']","['CWE-252', 'CWE-476']",[],"[['Third Party Advisory', 'https://salsa.debian.org/debian/cron/commit/f2525567']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 5.5, 'baseSeverity': 'MEDIUM'}",1.8,3.6
CVE-2019-9705,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H']",['CWE-770'],[],"[['Third Party Advisory', 'https://salsa.debian.org/debian/cron/commit/26814a26']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 5.5, 'baseSeverity': 'MEDIUM'}",1.8,3.6
CVE-2019-9706,"['3.1', 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H']",['CWE-416'],"[['Vendor Advisory', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=809167']]","[['Vendor Advisory', 'https://packages.qa.debian.org/c/cron/news/20190311T170403Z.html'], ['Third Party Advisory', 'https://salsa.debian.org/debian/cron/commit/40791b93']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'LOCAL', 'attackComplexity': 'LOW', 'privilegesRequired': 'LOW', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 5.5, 'baseSeverity': 'MEDIUM'}",1.8,3.6
CVE-2019-9740,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N']",['CWE-93'],"[['Vendor Advisory', 'https://bugs.python.org/issue36276']]",[],"{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'REQUIRED', 'scope': 'CHANGED', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'NONE', 'baseScore': 6.1, 'baseSeverity': 'MEDIUM'}",2.8,2.7
CVE-2019-9923,"['3.0', 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']",['CWE-476'],[],"[['Vendor Advisory', 'http://git.savannah.gnu.org/cgit/tar.git/commit/?id=cb07844454d8cc9fb21f53ace75975f91185a120'], ['Third Party Advisory', 'https://bugs.launchpad.net/ubuntu/+source/tar/+bug/1810241']]","{'version': '3.0', 'vectorString': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-9936,"['3.0', 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N']",['CWE-125'],"[['Third Party Advisory', 'https://www.mail-archive.com/sqlite-users@mailinglists.sqlite.org/msg114382.html']]","[['Vendor Advisory', 'https://sqlite.org/src/info/b3fa58dd7403dbd4'], ['Third Party Advisory', 'https://www.mail-archive.com/sqlite-users@mailinglists.sqlite.org/msg114394.html']]","{'version': '3.0', 'vectorString': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'HIGH', 'integrityImpact': 'NONE', 'availabilityImpact': 'NONE', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-9937,"['3.0', 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H']",['CWE-476'],"[['Third Party Advisory', 'https://www.mail-archive.com/sqlite-users@mailinglists.sqlite.org/msg114383.html']]","[['Vendor Advisory', 'https://sqlite.org/src/info/45c73deb440496e8'], ['Third Party Advisory', 'https://www.mail-archive.com/sqlite-users@mailinglists.sqlite.org/msg114393.html']]","{'version': '3.0', 'vectorString': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'NONE', 'scope': 'UNCHANGED', 'confidentialityImpact': 'NONE', 'integrityImpact': 'NONE', 'availabilityImpact': 'HIGH', 'baseScore': 7.5, 'baseSeverity': 'HIGH'}",3.9,3.6
CVE-2019-9947,"['3.1', 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N']",['CWE-93'],"[['Vendor Advisory', 'https://bugs.python.org/issue35906']]","[['Vendor Advisory', 'https://bugs.python.org/issue35906']]","{'version': '3.1', 'vectorString': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N', 'attackVector': 'NETWORK', 'attackComplexity': 'LOW', 'privilegesRequired': 'NONE', 'userInteraction': 'REQUIRED', 'scope': 'CHANGED', 'confidentialityImpact': 'LOW', 'integrityImpact': 'LOW', 'availabilityImpact': 'NONE', 'baseScore': 6.1, 'baseSeverity': 'MEDIUM'}",2.8,2.7
